player_name,batting_proj,total_runs,batting_strike_rate,bowling_proj,wickets_taken,economy_rate,projected_fantasy_points,role,credits,base_proj,vegas_multiplier,vegas_proj,shift,team,salary,lineup_id
SR Taylor,807.84,792.0,93.8388625592417,586.59384,26.0,5.36741214057508,1394.43384,AR,8.5,1394.43384,0.9567918035953784,1334.1828687680293,-60.25097123197065,Team_A,8.5,1
AC Jayangani,814.98,799.0,111.28133704735376,519.73284,23.0,6.425427872860635,1334.71284,AR,8.5,1334.71284,0.9373687420594126,1251.1180958413458,-83.59474415865407,Team_B,8.5,2
AC Kerr,424.32,416.0,104.52261306532664,898.61184,40.0,5.4748603351955305,1322.93184,AR,8.5,1322.93184,1.033555868416714,1367.323966747321,44.39212674732107,Team_A,8.5,2
ASS Fletcher,43.86,43.0,113.1578947368421,764.88984,34.0,5.948186528497409,808.7498400000001,BOWL,8.5,808.7498400000001,1.0322634555704315,834.8429045304337,26.093064530433598,Team_A,8.5,2
BL Mooney,1009.8,990.0,116.88311688311688,0.0,0.0,0.0,1009.8,BAT,8.5,1009.8,0.8603165563345655,868.7476585866442,-141.05234141335575,Team_A,8.5,2
DJS Dottin,639.54,627.0,108.66551126516464,809.46384,36.0,4.952662721893491,1449.00384,AR,8.5,1449.00384,0.9096147044602516,1318.03519968337,-130.96864031663017,Team_B,8.5,2
EA Perry,663.0,650.0,116.48745519713262,653.4548400000001,29.0,5.096774193548387,1316.45484,AR,8.5,1316.45484,1.108931027762678,1459.857618724352,143.40277872435195,Team_A,8.5,2
H Kaur,821.1,805.0,116.66666666666669,296.86284,13.0,5.0638297872340425,1117.96284,AR,8.5,1117.96284,1.092436113869325,1221.3029803799138,103.34014037991392,Team_B,8.5,2
HK Matthews,666.0600000000001,653.0,103.15955766192732,698.02884,31.0,5.839080459770115,1364.08884,AR,8.5,1364.08884,1.0922320465492188,1489.9015453881498,125.81270538814988,Team_A,8.5,2
M Kapp,534.48,524.0,111.01694915254237,854.0378400000001,38.0,4.642857142857143,1388.51784,AR,8.5,1388.51784,1.1161259272795352,1549.7607617141773,161.24292171417733,Team_A,8.5,2
ML Schutt,7.140000000000001,7.0,77.77777777777779,1210.62984,54.0,5.117088607594937,1217.7698400000002,BOWL,8.5,1217.7698400000002,0.92117472624904,1121.7787989963374,-95.99104100366276,Team_B,8.5,2
SR Taylor,807.84,792.0,93.8388625592417,586.59384,26.0,5.36741214057508,1394.43384,AR,8.5,1394.43384,0.9567918035953784,1334.1828687680293,-60.25097123197065,Team_A,8.5,2
AC Jayangani,814.98,799.0,111.28133704735376,519.73284,23.0,6.425427872860635,1334.71284,AR,8.5,1334.71284,0.9373687420594126,1251.1180958413458,-83.59474415865407,Team_B,8.5,3
AC Kerr,424.32,416.0,104.52261306532664,898.61184,40.0,5.4748603351955305,1322.93184,AR,8.5,1322.93184,1.033555868416714,1367.323966747321,44.39212674732107,Team_A,8.5,3
AJ Healy,879.24,862.0,128.4649776453055,0.0,0.0,0.0,879.24,BAT,8.5,879.24,1.085552788417904,954.4614336885578,75.2214336885578,Team_B,8.5,3
BL Mooney,1009.8,990.0,116.88311688311688,0.0,0.0,0.0,1009.8,BAT,8.5,1009.8,0.8603165563345655,868.7476585866442,-141.05234141335575,Team_A,8.5,3
DJS Dottin,639.54,627.0,108.66551126516464,809.46384,36.0,4.952662721893491,1449.00384,AR,8.5,1449.00384,0.9096147044602516,1318.03519968337,-130.96864031663017,Team_B,8.5,3
EA Perry,663.0,650.0,116.48745519713262,653.4548400000001,29.0,5.096774193548387,1316.45484,AR,8.5,1316.45484,1.108931027762678,1459.857618724352,143.40277872435195,Team_A,8.5,3
HK Matthews,666.0600000000001,653.0,103.15955766192732,698.02884,31.0,5.839080459770115,1364.08884,AR,8.5,1364.08884,1.0922320465492188,1489.9015453881498,125.81270538814988,Team_A,8.5,3
M Kapp,534.48,524.0,111.01694915254237,854.0378400000001,38.0,4.642857142857143,1388.51784,AR,8.5,1388.51784,1.1161259272795352,1549.7607617141773,161.24292171417733,Team_A,8.5,3
ML Schutt,7.140000000000001,7.0,77.77777777777779,1210.62984,54.0,5.117088607594937,1217.7698400000002,BOWL,8.5,1217.7698400000002,0.92117472624904,1121.7787989963374,-95.99104100366276,Team_B,8.5,3
SFM Devine,672.1800000000001,659.0,112.2657580919932,542.01984,24.0,6.176,1214.1998400000002,AR,8.5,1214.1998400000002,0.8969311128013258,1089.053613654392,-125.14622634560828,Team_A,8.5,3
SR Taylor,807.84,792.0,93.8388625592417,586.59384,26.0,5.36741214057508,1394.43384,AR,8.5,1394.43384,0.9567918035953784,1334.1828687680293,-60.25097123197065,Team_A,8.5,3
AC Kerr,424.32,416.0,104.52261306532664,898.61184,40.0,5.4748603351955305,1322.93184,AR,8.5,1322.93184,1.033555868416714,1367.323966747321,44.39212674732107,Team_A,8.5,4
BL Mooney,1009.8,990.0,116.88311688311688,0.0,0.0,0.0,1009.8,BAT,8.5,1009.8,0.8603165563345655,868.7476585866442,-141.05234141335575,Team_A,8.5,4
DJS Dottin,639.54,627.0,108.66551126516464,809.46384,36.0,4.952662721893491,1449.00384,AR,8.5,1449.00384,0.9096147044602516,1318.03519968337,-130.96864031663017,Team_B,8.5,4
EA Perry,663.0,650.0,116.48745519713262,653.4548400000001,29.0,5.096774193548387,1316.45484,AR,8.5,1316.45484,1.108931027762678,1459.857618724352,143.40277872435195,Team_A,8.5,4
H Kaur,821.1,805.0,116.66666666666669,296.86284,13.0,5.0638297872340425,1117.96284,AR,8.5,1117.96284,1.092436113869325,1221.3029803799138,103.34014037991392,Team_B,8.5,4
HK Matthews,666.0600000000001,653.0,103.15955766192732,698.02884,31.0,5.839080459770115,1364.08884,AR,8.5,1364.08884,1.0922320465492188,1489.9015453881498,125.81270538814988,Team_A,8.5,4
M Kapp,534.48,524.0,111.01694915254237,854.0378400000001,38.0,4.642857142857143,1388.51784,AR,8.5,1388.51784,1.1161259272795352,1549.7607617141773,161.24292171417733,Team_A,8.5,4
ML Schutt,7.140000000000001,7.0,77.77777777777779,1210.62984,54.0,5.117088607594937,1217.7698400000002,BOWL,8.5,1217.7698400000002,0.92117472624904,1121.7787989963374,-95.99104100366276,Team_B,8.5,4
S Ecclestone,48.96,38.0,146.15384615384613,965.47284,43.0,4.55,1014.43284,BOWL,8.5,1014.43284,0.9359623756384852,949.4709708520954,-64.96186914790462,Team_A,8.5,4
SFM Devine,672.1800000000001,659.0,112.2657580919932,542.01984,24.0,6.176,1214.1998400000002,AR,8.5,1214.1998400000002,0.8969311128013258,1089.053613654392,-125.14622634560828,Team_A,8.5,4
SR Taylor,807.84,792.0,93.8388625592417,586.59384,26.0,5.36741214057508,1394.43384,AR,8.5,1394.43384,0.9567918035953784,1334.1828687680293,-60.25097123197065,Team_A,8.5,4
AC Jayangani,814.98,799.0,111.28133704735376,519.73284,23.0,6.425427872860635,1334.71284,AR,8.5,1334.71284,0.9373687420594126,1251.1180958413458,-83.59474415865407,Team_B,8.5,5
AC Kerr,424.32,416.0,104.52261306532664,898.61184,40.0,5.4748603351955305,1322.93184,AR,8.5,1322.93184,1.033555868416714,1367.323966747321,44.39212674732107,Team_A,8.5,5
DJS Dottin,639.54,627.0,108.66551126516464,809.46384,36.0,4.952662721893491,1449.00384,AR,8.5,1449.00384,0.9096147044602516,1318.03519968337,-130.96864031663017,Team_B,8.5,5
DN Wyatt,760.92,746.0,125.16778523489933,0.0,0.0,9.0,760.92,BAT,8.5,760.92,1.09463842853645,832.9322730419556,72.01227304195561,Team_B,8.5,5
EA Perry,663.0,650.0,116.48745519713262,653.4548400000001,29.0,5.096774193548387,1316.45484,AR,8.5,1316.45484,1.108931027762678,1459.857618724352,143.40277872435195,Team_A,8.5,5
HK Matthews,666.0600000000001,653.0,103.15955766192732,698.02884,31.0,5.839080459770115,1364.08884,AR,8.5,1364.08884,1.0922320465492188,1489.9015453881498,125.81270538814988,Team_A,8.5,5
M Kapp,534.48,524.0,111.01694915254237,854.0378400000001,38.0,4.642857142857143,1388.51784,AR,8.5,1388.51784,1.1161259272795352,1549.7607617141773,161.24292171417733,Team_A,8.5,5
ML Schutt,7.140000000000001,7.0,77.77777777777779,1210.62984,54.0,5.117088607594937,1217.7698400000002,BOWL,8.5,1217.7698400000002,0.92117472624904,1121.7787989963374,-95.99104100366276,Team_B,8.5,5
S Ecclestone,48.96,38.0,146.15384615384613,965.47284,43.0,4.55,1014.43284,BOWL,8.5,1014.43284,0.9359623756384852,949.4709708520954,-64.96186914790462,Team_A,8.5,5
SFM Devine,672.1800000000001,659.0,112.2657580919932,542.01984,24.0,6.176,1214.1998400000002,AR,8.5,1214.1998400000002,0.8969311128013258,1089.053613654392,-125.14622634560828,Team_A,8.5,5
SR Taylor,807.84,792.0,93.8388625592417,586.59384,26.0,5.36741214057508,1394.43384,AR,8.5,1394.43384,0.9567918035953784,1334.1828687680293,-60.25097123197065,Team_A,8.5,5
AC Jayangani,814.98,799.0,111.28133704735376,519.73284,23.0,6.425427872860635,1334.71284,AR,8.5,1334.71284,0.9373687420594126,1251.1180958413458,-83.59474415865407,Team_B,8.5,6
AC Kerr,424.32,416.0,104.52261306532664,898.61184,40.0,5.4748603351955305,1322.93184,AR,8.5,1322.93184,1.033555868416714,1367.323966747321,44.39212674732107,Team_A,8.5,6
BL Mooney,1009.8,990.0,116.88311688311688,0.0,0.0,0.0,1009.8,BAT,8.5,1009.8,0.8603165563345655,868.7476585866442,-141.05234141335575,Team_A,8.5,6
DB Sharma,283.56,278.0,102.96296296296296,631.1678400000001,28.0,6.612903225806452,914.72784,AR,8.5,914.72784,1.146066080980155,1048.3385507522423,133.6107107522423,Team_B,8.5,6
DJS Dottin,639.54,627.0,108.66551126516464,809.46384,36.0,4.952662721893491,1449.00384,AR,8.5,1449.00384,0.9096147044602516,1318.03519968337,-130.96864031663017,Team_B,8.5,6
EA Perry,663.0,650.0,116.48745519713262,653.4548400000001,29.0,5.096774193548387,1316.45484,AR,8.5,1316.45484,1.108931027762678,1459.857618724352,143.40277872435195,Team_A,8.5,6
HK Matthews,666.0600000000001,653.0,103.15955766192732,698.02884,31.0,5.839080459770115,1364.08884,AR,8.5,1364.08884,1.0922320465492188,1489.9015453881498,125.81270538814988,Team_A,8.5,6
M Kapp,534.48,524.0,111.01694915254237,854.0378400000001,38.0,4.642857142857143,1388.51784,AR,8.5,1388.51784,1.1161259272795352,1549.7607617141773,161.24292171417733,Team_A,8.5,6
ML Schutt,7.140000000000001,7.0,77.77777777777779,1210.62984,54.0,5.117088607594937,1217.7698400000002,BOWL,8.5,1217.7698400000002,0.92117472624904,1121.7787989963374,-95.99104100366276,Team_B,8.5,6
S Ecclestone,48.96,38.0,146.15384615384613,965.47284,43.0,4.55,1014.43284,BOWL,8.5,1014.43284,0.9359623756384852,949.4709708520954,-64.96186914790462,Team_A,8.5,6
SR Taylor,807.84,792.0,93.8388625592417,586.59384,26.0,5.36741214057508,1394.43384,AR,8.5,1394.43384,0.9567918035953784,1334.1828687680293,-60.25097123197065,Team_A,8.5,6
AC Jayangani,814.98,799.0,111.28133704735376,519.73284,23.0,6.425427872860635,1334.71284,AR,8.5,1334.71284,0.9373687420594126,1251.1180958413458,-83.59474415865407,Team_B,8.5,7
AC Kerr,424.32,416.0,104.52261306532664,898.61184,40.0,5.4748603351955305,1322.93184,AR,8.5,1322.93184,1.033555868416714,1367.323966747321,44.39212674732107,Team_A,8.5,7
DJS Dottin,639.54,627.0,108.66551126516464,809.46384,36.0,4.952662721893491,1449.00384,AR,8.5,1449.00384,0.9096147044602516,1318.03519968337,-130.96864031663017,Team_B,8.5,7
DN Wyatt,760.92,746.0,125.16778523489933,0.0,0.0,9.0,760.92,BAT,8.5,760.92,1.09463842853645,832.9322730419556,72.01227304195561,Team_B,8.5,7
EA Perry,663.0,650.0,116.48745519713262,653.4548400000001,29.0,5.096774193548387,1316.45484,AR,8.5,1316.45484,1.108931027762678,1459.857618724352,143.40277872435195,Team_A,8.5,7
H Kaur,821.1,805.0,116.66666666666669,296.86284,13.0,5.0638297872340425,1117.96284,AR,8.5,1117.96284,1.092436113869325,1221.3029803799138,103.34014037991392,Team_B,8.5,7
HK Matthews,666.0600000000001,653.0,103.15955766192732,698.02884,31.0,5.839080459770115,1364.08884,AR,8.5,1364.08884,1.0922320465492188,1489.9015453881498,125.81270538814988,Team_A,8.5,7
M Kapp,534.48,524.0,111.01694915254237,854.0378400000001,38.0,4.642857142857143,1388.51784,AR,8.5,1388.51784,1.1161259272795352,1549.7607617141773,161.24292171417733,Team_A,8.5,7
ML Schutt,7.140000000000001,7.0,77.77777777777779,1210.62984,54.0,5.117088607594937,1217.7698400000002,BOWL,8.5,1217.7698400000002,0.92117472624904,1121.7787989963374,-95.99104100366276,Team_B,8.5,7
S Ismail,23.46,23.0,63.888888888888886,809.46384,36.0,5.371727748691099,832.92384,BOWL,8.5,832.92384,0.9580571924233788,797.9886756528996,-34.935164347100454,Team_B,8.5,7
SR Taylor,807.84,792.0,93.8388625592417,586.59384,26.0,5.36741214057508,1394.43384,AR,8.5,1394.43384,0.9567918035953784,1334.1828687680293,-60.25097123197065,Team_A,8.5,7
AC Kerr,424.32,416.0,104.52261306532664,898.61184,40.0,5.4748603351955305,1322.93184,AR,8.5,1322.93184,1.033555868416714,1367.323966747321,44.39212674732107,Team_A,8.5,8
AJ Healy,879.24,862.0,128.4649776453055,0.0,0.0,0.0,879.24,BAT,8.5,879.24,1.085552788417904,954.4614336885578,75.2214336885578,Team_B,8.5,8
ASS Fletcher,43.86,43.0,113.1578947368421,764.88984,34.0,5.948186528497409,808.7498400000001,BOWL,8.5,808.7498400000001,1.0322634555704315,834.8429045304337,26.093064530433598,Team_A,8.5,8
DJS Dottin,639.54,627.0,108.66551126516464,809.46384,36.0,4.952662721893491,1449.00384,AR,8.5,1449.00384,0.9096147044602516,1318.03519968337,-130.96864031663017,Team_B,8.5,8
EA Perry,663.0,650.0,116.48745519713262,653.4548400000001,29.0,5.096774193548387,1316.45484,AR,8.5,1316.45484,1.108931027762678,1459.857618724352,143.40277872435195,Team_A,8.5,8
H Kaur,821.1,805.0,116.66666666666669,296.86284,13.0,5.0638297872340425,1117.96284,AR,8.5,1117.96284,1.092436113869325,1221.3029803799138,103.34014037991392,Team_B,8.5,8
HK Matthews,666.0600000000001,653.0,103.15955766192732,698.02884,31.0,5.839080459770115,1364.08884,AR,8.5,1364.08884,1.0922320465492188,1489.9015453881498,125.81270538814988,Team_A,8.5,8
M Kapp,534.48,524.0,111.01694915254237,854.0378400000001,38.0,4.642857142857143,1388.51784,AR,8.5,1388.51784,1.1161259272795352,1549.7607617141773,161.24292171417733,Team_A,8.5,8
ML Schutt,7.140000000000001,7.0,77.77777777777779,1210.62984,54.0,5.117088607594937,1217.7698400000002,BOWL,8.5,1217.7698400000002,0.92117472624904,1121.7787989963374,-95.99104100366276,Team_B,8.5,8
SFM Devine,672.1800000000001,659.0,112.2657580919932,542.01984,24.0,6.176,1214.1998400000002,AR,8.5,1214.1998400000002,0.8969311128013258,1089.053613654392,-125.14622634560828,Team_A,8.5,8
SR Taylor,807.84,792.0,93.8388625592417,586.59384,26.0,5.36741214057508,1394.43384,AR,8.5,1394.43384,0.9567918035953784,1334.1828687680293,-60.25097123197065,Team_A,8.5,8
AC Kerr,424.32,416.0,104.52261306532664,898.61184,40.0,5.4748603351955305,1322.93184,AR,8.5,1322.93184,1.033555868416714,1367.323966747321,44.39212674732107,Team_A,8.5,9
AJ Healy,879.24,862.0,128.4649776453055,0.0,0.0,0.0,879.24,BAT,8.5,879.24,1.085552788417904,954.4614336885578,75.2214336885578,Team_B,8.5,9
BL Mooney,1009.8,990.0,116.88311688311688,0.0,0.0,0.0,1009.8,BAT,8.5,1009.8,0.8603165563345655,868.7476585866442,-141.05234141335575,Team_A,8.5,9
DB Sharma,283.56,278.0,102.96296296296296,631.1678400000001,28.0,6.612903225806452,914.72784,AR,8.5,914.72784,1.146066080980155,1048.3385507522423,133.6107107522423,Team_B,8.5,9
DJS Dottin,639.54,627.0,108.66551126516464,809.46384,36.0,4.952662721893491,1449.00384,AR,8.5,1449.00384,0.9096147044602516,1318.03519968337,-130.96864031663017,Team_B,8.5,9
EA Perry,663.0,650.0,116.48745519713262,653.4548400000001,29.0,5.096774193548387,1316.45484,AR,8.5,1316.45484,1.108931027762678,1459.857618724352,143.40277872435195,Team_A,8.5,9
H Kaur,821.1,805.0,116.66666666666669,296.86284,13.0,5.0638297872340425,1117.96284,AR,8.5,1117.96284,1.092436113869325,1221.3029803799138,103.34014037991392,Team_B,8.5,9
HK Matthews,666.0600000000001,653.0,103.15955766192732,698.02884,31.0,5.839080459770115,1364.08884,AR,8.5,1364.08884,1.0922320465492188,1489.9015453881498,125.81270538814988,Team_A,8.5,9
M Kapp,534.48,524.0,111.01694915254237,854.0378400000001,38.0,4.642857142857143,1388.51784,AR,8.5,1388.51784,1.1161259272795352,1549.7607617141773,161.24292171417733,Team_A,8.5,9
ML Schutt,7.140000000000001,7.0,77.77777777777779,1210.62984,54.0,5.117088607594937,1217.7698400000002,BOWL,8.5,1217.7698400000002,0.92117472624904,1121.7787989963374,-95.99104100366276,Team_B,8.5,9
SR Taylor,807.84,792.0,93.8388625592417,586.59384,26.0,5.36741214057508,1394.43384,AR,8.5,1394.43384,0.9567918035953784,1334.1828687680293,-60.25097123197065,Team_A,8.5,9
AC Jayangani,814.98,799.0,111.28133704735376,519.73284,23.0,6.425427872860635,1334.71284,AR,8.5,1334.71284,0.9373687420594126,1251.1180958413458,-83.59474415865407,Team_B,8.5,10
AC Kerr,424.32,416.0,104.52261306532664,898.61184,40.0,5.4748603351955305,1322.93184,AR,8.5,1322.93184,1.033555868416714,1367.323966747321,44.39212674732107,Team_A,8.5,10
AJ Healy,879.24,862.0,128.4649776453055,0.0,0.0,0.0,879.24,BAT,8.5,879.24,1.085552788417904,954.4614336885578,75.2214336885578,Team_B,8.5,10
ASS Fletcher,43.86,43.0,113.1578947368421,764.88984,34.0,5.948186528497409,808.7498400000001,BOWL,8.5,808.7498400000001,1.0322634555704315,834.8429045304337,26.093064530433598,Team_A,8.5,10
DB Sharma,283.56,278.0,102.96296296296296,631.1678400000001,28.0,6.612903225806452,914.72784,AR,8.5,914.72784,1.146066080980155,1048.3385507522423,133.6107107522423,Team_B,8.5,10
DJS Dottin,639.54,627.0,108.66551126516464,809.46384,36.0,4.952662721893491,1449.00384,AR,8.5,1449.00384,0.9096147044602516,1318.03519968337,-130.96864031663017,Team_B,8.5,10
EA Perry,663.0,650.0,116.48745519713262,653.4548400000001,29.0,5.096774193548387,1316.45484,AR,8.5,1316.45484,1.108931027762678,1459.857618724352,143.40277872435195,Team_A,8.5,10
HK Matthews,666.0600000000001,653.0,103.15955766192732,698.02884,31.0,5.839080459770115,1364.08884,AR,8.5,1364.08884,1.0922320465492188,1489.9015453881498,125.81270538814988,Team_A,8.5,10
M Kapp,534.48,524.0,111.01694915254237,854.0378400000001,38.0,4.642857142857143,1388.51784,AR,8.5,1388.51784,1.1161259272795352,1549.7607617141773,161.24292171417733,Team_A,8.5,10
ML Schutt,7.140000000000001,7.0,77.77777777777779,1210.62984,54.0,5.117088607594937,1217.7698400000002,BOWL,8.5,1217.7698400000002,0.92117472624904,1121.7787989963374,-95.99104100366276,Team_B,8.5,10
SR Taylor,807.84,792.0,93.8388625592417,586.59384,26.0,5.36741214057508,1394.43384,AR,8.5,1394.43384,0.9567918035953784,1334.1828687680293,-60.25097123197065,Team_A,8.5,10
AC Jayangani,814.98,799.0,111.28133704735376,519.73284,23.0,6.425427872860635,1334.71284,AR,8.5,1334.71284,0.9373687420594126,1251.1180958413458,-83.59474415865407,Team_B,8.5,11
AC Kerr,424.32,416.0,104.52261306532664,898.61184,40.0,5.4748603351955305,1322.93184,AR,8.5,1322.93184,1.033555868416714,1367.323966747321,44.39212674732107,Team_A,8.5,11
AJ Healy,879.24,862.0,128.4649776453055,0.0,0.0,0.0,879.24,BAT,8.5,879.24,1.085552788417904,954.4614336885578,75.2214336885578,Team_B,8.5,11
DJS Dottin,639.54,627.0,108.66551126516464,809.46384,36.0,4.952662721893491,1449.00384,AR,8.5,1449.00384,0.9096147044602516,1318.03519968337,-130.96864031663017,Team_B,8.5,11
DN Wyatt,760.92,746.0,125.16778523489933,0.0,0.0,9.0,760.92,BAT,8.5,760.92,1.09463842853645,832.9322730419556,72.01227304195561,Team_B,8.5,11
EA Perry,663.0,650.0,116.48745519713262,653.4548400000001,29.0,5.096774193548387,1316.45484,AR,8.5,1316.45484,1.108931027762678,1459.857618724352,143.40277872435195,Team_A,8.5,11
HK Matthews,666.0600000000001,653.0,103.15955766192732,698.02884,31.0,5.839080459770115,1364.08884,AR,8.5,1364.08884,1.0922320465492188,1489.9015453881498,125.81270538814988,Team_A,8.5,11
M Kapp,534.48,524.0,111.01694915254237,854.0378400000001,38.0,4.642857142857143,1388.51784,AR,8.5,1388.51784,1.1161259272795352,1549.7607617141773,161.24292171417733,Team_A,8.5,11
ML Schutt,7.140000000000001,7.0,77.77777777777779,1210.62984,54.0,5.117088607594937,1217.7698400000002,BOWL,8.5,1217.7698400000002,0.92117472624904,1121.7787989963374,-95.99104100366276,Team_B,8.5,11
SR Taylor,807.84,792.0,93.8388625592417,586.59384,26.0,5.36741214057508,1394.43384,AR,8.5,1394.43384,0.9567918035953784,1334.1828687680293,-60.25097123197065,Team_A,8.5,11
SW Bates,963.9,945.0,112.76849642004774,207.71484,9.0,6.568047337278106,1171.61484,AR,8.5,1171.61484,0.8848217921520748,1036.6703424407665,-134.9444975592337,Team_B,8.5,11
AC Kerr,424.32,416.0,104.52261306532664,898.61184,40.0,5.4748603351955305,1322.93184,AR,8.5,1322.93184,1.033555868416714,1367.323966747321,44.39212674732107,Team_A,8.5,12
DB Sharma,283.56,278.0,102.96296296296296,631.1678400000001,28.0,6.612903225806452,914.72784,AR,8.5,914.72784,1.146066080980155,1048.3385507522423,133.6107107522423,Team_B,8.5,12
DJS Dottin,639.54,627.0,108.66551126516464,809.46384,36.0,4.952662721893491,1449.00384,AR,8.5,1449.00384,0.9096147044602516,1318.03519968337,-130.96864031663017,Team_B,8.5,12
DN Wyatt,760.92,746.0,125.16778523489933,0.0,0.0,9.0,760.92,BAT,8.5,760.92,1.09463842853645,832.9322730419556,72.01227304195561,Team_B,8.5,12
EA Perry,663.0,650.0,116.48745519713262,653.4548400000001,29.0,5.096774193548387,1316.45484,AR,8.5,1316.45484,1.108931027762678,1459.857618724352,143.40277872435195,Team_A,8.5,12
H Kaur,821.1,805.0,116.66666666666669,296.86284,13.0,5.0638297872340425,1117.96284,AR,8.5,1117.96284,1.092436113869325,1221.3029803799138,103.34014037991392,Team_B,8.5,12
HK Matthews,666.0600000000001,653.0,103.15955766192732,698.02884,31.0,5.839080459770115,1364.08884,AR,8.5,1364.08884,1.0922320465492188,1489.9015453881498,125.81270538814988,Team_A,8.5,12
M Kapp,534.48,524.0,111.01694915254237,854.0378400000001,38.0,4.642857142857143,1388.51784,AR,8.5,1388.51784,1.1161259272795352,1549.7607617141773,161.24292171417733,Team_A,8.5,12
ML Schutt,7.140000000000001,7.0,77.77777777777779,1210.62984,54.0,5.117088607594937,1217.7698400000002,BOWL,8.5,1217.7698400000002,0.92117472624904,1121.7787989963374,-95.99104100366276,Team_B,8.5,12
S Ecclestone,48.96,38.0,146.15384615384613,965.47284,43.0,4.55,1014.43284,BOWL,8.5,1014.43284,0.9359623756384852,949.4709708520954,-64.96186914790462,Team_A,8.5,12
SR Taylor,807.84,792.0,93.8388625592417,586.59384,26.0,5.36741214057508,1394.43384,AR,8.5,1394.43384,0.9567918035953784,1334.1828687680293,-60.25097123197065,Team_A,8.5,12
AC Kerr,424.32,416.0,104.52261306532664,898.61184,40.0,5.4748603351955305,1322.93184,AR,8.5,1322.93184,1.033555868416714,1367.323966747321,44.39212674732107,Team_A,8.5,13
AJ Healy,879.24,862.0,128.4649776453055,0.0,0.0,0.0,879.24,BAT,8.5,879.24,1.085552788417904,954.4614336885578,75.2214336885578,Team_B,8.5,13
DB Sharma,283.56,278.0,102.96296296296296,631.1678400000001,28.0,6.612903225806452,914.72784,AR,8.5,914.72784,1.146066080980155,1048.3385507522423,133.6107107522423,Team_B,8.5,13
DJS Dottin,639.54,627.0,108.66551126516464,809.46384,36.0,4.952662721893491,1449.00384,AR,8.5,1449.00384,0.9096147044602516,1318.03519968337,-130.96864031663017,Team_B,8.5,13
EA Perry,663.0,650.0,116.48745519713262,653.4548400000001,29.0,5.096774193548387,1316.45484,AR,8.5,1316.45484,1.108931027762678,1459.857618724352,143.40277872435195,Team_A,8.5,13
HK Matthews,666.0600000000001,653.0,103.15955766192732,698.02884,31.0,5.839080459770115,1364.08884,AR,8.5,1364.08884,1.0922320465492188,1489.9015453881498,125.81270538814988,Team_A,8.5,13
M Kapp,534.48,524.0,111.01694915254237,854.0378400000001,38.0,4.642857142857143,1388.51784,AR,8.5,1388.51784,1.1161259272795352,1549.7607617141773,161.24292171417733,Team_A,8.5,13
ML Schutt,7.140000000000001,7.0,77.77777777777779,1210.62984,54.0,5.117088607594937,1217.7698400000002,BOWL,8.5,1217.7698400000002,0.92117472624904,1121.7787989963374,-95.99104100366276,Team_B,8.5,13
S Ecclestone,48.96,38.0,146.15384615384613,965.47284,43.0,4.55,1014.43284,BOWL,8.5,1014.43284,0.9359623756384852,949.4709708520954,-64.96186914790462,Team_A,8.5,13
