====================================================================================
                     CRICDATA GLOBAL MATCH CODES DIRECTORY
====================================================================================
DATE            | MATCH ID                               | MATCH NAME
2026-08-01      | e75a8c77-04ec-44c3-a591-4ac7d8102284   | Argentina Women vs Canada Women, 5th T20I, Canada Women tour of Argentina, 2026
2026-08-01      | a623b1b3-5e13-4179-a543-6427859f4c7d   | Argentina Women vs Canada Women, 4th T20I, Canada Women tour of Argentina, 2026
2026-07-31      | 87ba3a88-7349-413d-8d79-1735b523a128   | Argentina Women vs Canada Women, 3rd T20I, Canada Women tour of Argentina, 2026
2026-07-30      | 7b700e72-960d-4a59-a7f5-d0d15041ada0   | Argentina Women vs Canada Women, 2nd T20I, Canada Women tour of Argentina, 2026
2026-07-29      | c4ba3927-699d-462b-92b4-3787a4a3b2de   | Argentina Women vs Canada Women, 1st T20I, Canada Women tour of Argentina, 2026
2026-07-14      | d70dc162-3f63-4627-958b-6ade682138ea   | Romania vs Denmark, Final, ICC Mens T20 World Cup Europe Sub Regional Qualifier B, 2026
2026-07-14      | d52908ce-4155-4afd-a645-faf5c0bbe579   | Gibraltar vs Norway, 5th Place Play-off, ICC Mens T20 World Cup Europe Sub Regional Qualifier B, 2026
2026-07-14      | 08acd999-b99c-4c2f-a8e1-400f62a39b5b   | Serbia vs Estonia, 7th Place Play-off, ICC Mens T20 World Cup Europe Sub Regional Qualifier B, 2026
2026-07-14      | 4cbb2900-ca78-416e-af7f-b504cdbff048   | Belgium vs Hungary, 3rd Place Play-off, ICC Mens T20 World Cup Europe Sub Regional Qualifier B, 2026
2026-07-13      | a7955739-8462-4364-838d-8ae1dc306828   | Estonia vs Turkey, 16th Match, ICC Mens T20 World Cup Europe Sub Regional Qualifier B, 2026
2026-07-13      | fd06d79e-c3fd-443e-baa1-314ec1ce12f7   | Denmark vs Hungary, 15th Match, ICC Mens T20 World Cup Europe Sub Regional Qualifier B, 2026
2026-07-12      | 4d4b2304-05d0-4ddc-b2cb-709239fafd84   | Gibraltar vs Serbia, 14th Match, ICC Mens T20 World Cup Europe Sub Regional Qualifier B, 2026
2026-07-12      | 8bf325b1-024d-40d8-aa56-9ac25d7bda05   | Turkey vs Hungary, 13th Match, ICC Mens T20 World Cup Europe Sub Regional Qualifier B, 2026
2026-07-12      | c65ee13b-5d2a-45e0-aa92-b2af6d849e02   | Denmark vs Norway, 11th Match, ICC Mens T20 World Cup Europe Sub Regional Qualifier B, 2026
2026-07-12      | 53fd2b88-436c-4ab2-b0b6-2caa91fc9d16   | Belgium vs Romania, 12th Match, ICC Mens T20 World Cup Europe Sub Regional Qualifier B, 2026
2026-07-10      | 3fc7f2f0-4aa1-4a84-9a4a-2211f828ff4a   | Norway vs Turkey, 10th Match, ICC Mens T20 World Cup Europe Sub Regional Qualifier B, 2026
2026-07-10      | 3e7fb29b-15ef-4a88-b997-fe6893ff0955   | Serbia vs Belgium, 9th Match, ICC Mens T20 World Cup Europe Sub Regional Qualifier B, 2026
2026-07-10      | 0e9c51c3-050f-4463-bbb2-dfa16bcab324   | Hungary vs Estonia, 8th Match, ICC Mens T20 World Cup Europe Sub Regional Qualifier B, 2026
2026-07-10      | f40b5fba-e563-4836-85d4-da860d299550   | Gibraltar vs Romania, 7th Match, ICC Mens T20 World Cup Europe Sub Regional Qualifier B, 2026
2026-07-09      | 8324fe88-583e-40e3-bbc7-fbf742d055ca   | Estonia vs Norway, 6th Match, ICC Mens T20 World Cup Europe Sub Regional Qualifier B, 2026
2026-07-09      | 3cf2f732-a636-4ddb-9128-23c8633c127a   | Denmark vs Turkey, 5th Match, ICC Mens T20 World Cup Europe Sub Regional Qualifier B, 2026
2026-07-08      | e50092e1-2869-4a56-9b21-9e56979d4439   | Romania vs Serbia, 4th Match, ICC Mens T20 World Cup Europe Sub Regional Qualifier B, 2026
2026-07-08      | f72e7c5e-fafe-4a77-910a-2920c83e0aa6   | Norway vs Hungary, 3rd Match, ICC Mens T20 World Cup Europe Sub Regional Qualifier B, 2026
2026-07-08      | 5f21046d-dd4f-4c48-b2d9-e38d46f213b3   | Belgium vs Gibraltar, 2nd Match, ICC Mens T20 World Cup Europe Sub Regional Qualifier B, 2026
2026-07-08      | fc7cb4be-1674-408b-a957-f102f9d98147   | Denmark vs Estonia, 1st Match, ICC Mens T20 World Cup Europe Sub Regional Qualifier B, 2026
2026-09-20      | e28b0343-737f-4a0a-a27a-6c6c80295d8d   | Tbc vs Tbc, Final, Caribbean Premier League 2026
2026-09-18      | 57b9034f-2942-4394-898c-c285b78b7485   | Tbc vs Tbc, Qualifier 2, Caribbean Premier League 2026
