player_name,batting_proj,total_runs,batting_strike_rate,bowling_proj,wickets_taken,economy_rate,projected_fantasy_points,role,credits,base_proj,vegas_multiplier,vegas_proj,shift
A Munisar,1.02,1.0,100.0,140.85384000000002,6.0,6.482142857142857,141.87384000000003,BOWL,8.5,141.87384000000003,1.0997327922401263,156.02331420902897,14.149474209028938
A Reddy,19.38,19.0,86.36363636363636,252.28884,11.0,7.267241379310345,271.66884000000005,BOWL,8.5,271.66884000000005,0.9137017332034828,248.2242899653797,-23.444550034620335
A Shrubsole,58.14,57.0,98.27586206896552,764.88984,34.0,4.410958904109589,823.02984,BOWL,8.5,823.02984,0.9045474901621302,744.4695761005396,-78.56026389946044
A Sutherland,84.66,73.0,140.3846153846154,430.58484,19.0,5.76678445229682,515.24484,BOWL,8.5,515.24484,0.9050213529560301,466.30758220041326,-48.93725779958669
A Tector,38.76,38.0,100.0,29.41884,1.0,5.666666666666667,68.17884,BAT,8.5,68.17884,0.9412726728878613,64.17487896119383,-4.0039610388061675
AA Alleyne,45.9,45.0,97.82608695652172,274.57584,12.0,6.3444976076555015,320.47584,BOWL,8.5,320.47584,1.0074269294896714,322.85599146682324,2.3801514668232358
AA Patil,43.86,43.0,87.75510204081633,185.42784,8.0,4.791044776119403,229.28784,BOWL,8.5,229.28784,0.9795835055926347,224.60658609696313,-4.681253903036861
AC Jayangani,814.98,799.0,111.28133704735376,519.73284,23.0,6.425427872860635,1334.71284,AR,8.5,1334.71284,0.9373687420594126,1251.1180958413458,-83.59474415865407
AC Kerr,424.32,416.0,104.52261306532664,898.61184,40.0,5.4748603351955305,1322.93184,AR,8.5,1322.93184,1.0335558684167139,1367.323966747321,44.39212674732107
AE Jones,389.64,382.0,117.53846153846156,0.0,0.0,0.0,389.64,BAT,8.5,389.64,0.8918481581956125,347.49971635933844,-42.14028364066155
AE Satterthwaite,103.02,101.0,86.32478632478633,66.861,3.0,7.7,169.881,BAT,8.5,169.881,0.9376433945605654,159.28779751134343,-10.593202488656573
AH Maqsood,9.18,9.0,52.94117647058824,0.0,0.0,7.9714285714285715,9.18,BAT,8.5,9.18,0.9599085529881075,8.811960516430826,-0.3680394835691736
AJ Blackwell,113.22,111.0,82.83582089552239,0.0,0.0,0.0,113.22,BAT,8.5,113.22,0.9868209952651107,111.72787308391582,-1.4921269160841746
AJ Healy,879.24,862.0,128.4649776453055,0.0,0.0,0.0,879.24,BAT,8.5,879.24,1.085552788417904,954.4614336885578,75.2214336885578
AJ Kenealy,18.36,18.0,85.71428571428571,51.70584,2.0,6.424778761061948,70.06584000000001,BOWL,8.5,70.06584000000001,0.9099021346475079,63.753057381870754,-6.312782618129255
AK Maguire,3.06,3.0,60.0,140.85384000000002,6.0,7.322033898305084,143.91384000000002,BOWL,8.5,143.91384000000002,1.0042703315240835,144.52839980770392,0.6145598077038983
AM Peterson,28.56,28.0,112.0,118.56684,5.0,6.885245901639345,147.12684000000002,BOWL,8.5,147.12684000000002,1.0277243706586128,151.20583904599044,4.078999045990429
AN Kelly,24.48,24.0,77.41935483870968,163.14084,7.0,6.932642487046633,187.62084,BOWL,8.5,187.62084,0.8639351238159992,162.09223363586176,-25.528606364138227
ASS Fletcher,43.86,43.0,113.1578947368421,764.88984,34.0,5.948186528497409,808.7498400000001,BOWL,8.5,808.7498400000001,1.0322634555704315,834.8429045304337,26.093064530433594
Aiman Anwer,7.140000000000001,7.0,58.333333333333336,200.583,9.0,7.937888198757764,207.723,BOWL,8.5,207.723,0.9011572371061874,187.19108476340858,-20.53191523659143
Aliya Riaz,206.04,202.0,84.87394957983193,185.42784,8.0,7.338842975206611,391.46784,AR,8.5,391.46784,0.8695154778955838,340.38734597835196,-51.080494021648065
Anam Amin,0.0,0.0,0.0,363.72384,16.0,5.39413680781759,363.72384,BOWL,8.5,363.72384,1.1346656611759998,412.70495139907354,48.98111139907354
Asmavia Iqbal,74.46000000000001,73.0,104.28571428571428,341.43684,15.0,4.551724137931034,415.89684,BOWL,8.5,415.89684,1.1396896099223677,473.99330734754534,58.09646734754534
Ayasha Rahman,112.2,110.0,53.65853658536586,0.0,0.0,0.0,112.2,BAT,8.5,112.2,1.0925192044349383,122.58065473760009,10.380654737600082
Ayesha Naseem,60.18,49.0,158.06451612903226,0.0,0.0,0.0,60.18,BAT,8.5,60.18,0.9413841307520112,56.65249698865603,-3.527503011343967
Ayesha Zafar,96.9,95.0,86.36363636363636,96.27984,4.0,5.8,193.17984,BAT,8.5,193.17984,0.8793016342019151,169.8633490068645,-23.316490993135517
B Bezuidenhout,103.02,91.0,146.7741935483871,0.0,0.0,0.0,103.02,BAT,8.5,103.02,1.055269907953647,108.71390591738471,5.693905917384711
B Cooper,115.26,113.0,94.9579831932773,0.0,0.0,0.0,115.26,BAT,8.5,115.26,0.9820457481218803,113.19059292852792,-2.069407071472085
B de Leede,178.5,175.0,92.5925925925926,0.0,0.0,0.0,178.5,BAT,8.5,178.5,0.8866114704534336,158.26014747593788,-20.239852524062115
BG Illing,0.0,0.0,0.0,73.99284,3.0,6.275229357798165,73.99284,BOWL,8.5,73.99284,0.998553073033381,73.88577776446728,-0.1070622355327231
BL Mooney,1009.8,990.0,116.88311688311688,0.0,0.0,0.0,1009.8,BAT,8.5,1009.8,0.8603165563345655,868.7476585866442,-141.05234141335575
BM Halliday,242.76,238.0,110.1851851851852,73.99284,3.0,5.4,316.75284,BAT,8.5,316.75284,1.1227961206236345,355.6488599485188,38.89601994851881
BMSM Kumari,16.32,16.0,61.53846153846154,341.43684,15.0,6.531818181818182,357.75684,BOWL,8.5,357.75684,0.927633994480005,331.86740654174406,-25.88943345825595
BS Fulmali,1.02,1.0,33.33333333333333,0.0,0.0,0.0,1.02,BAT,8.5,1.02,1.0487566853061945,1.0697318190123184,0.04973181901231838
BYA Mendis,193.8,190.0,92.23300970873788,0.0,0.0,0.0,193.8,BAT,8.5,193.8,0.9435133228268232,182.85288196383834,-10.947118036161669
Batool Fatima,15.3,15.0,78.94736842105263,0.0,0.0,0.0,15.3,BAT,8.5,15.3,1.006020406353343,15.39211221720615,0.09211221720615015
Bismah Maroof,450.84,442.0,90.94650205761316,51.70584,2.0,6.743801652892562,502.54584000000006,BAT,8.5,502.54584000000006,1.014013083802984,509.588056970761,7.042216970760933
C Abel,0.0,0.0,0.0,0.0,0.0,10.153846153846157,0.0,BAT,8.5,0.0,0.9054563366576581,0.0,0.0
C Murray,6.12,6.0,31.57894736842105,207.71484,9.0,7.0,213.83484,BOWL,8.5,213.83484,1.1408753883293674,243.95890612334816,30.124066123348143
C Raack,4.08,4.0,66.66666666666666,22.287000000000003,1.0,8.6,26.367000000000004,BOWL,8.5,26.367000000000004,1.0825398470083343,28.543328146068756,2.1763281460687516
C Sutthiruang,37.74,37.0,88.09523809523809,44.574000000000005,2.0,8.705882352941176,82.31400000000001,BOWL,8.5,82.31400000000001,1.1318496824692565,93.16707476277439,10.853074762774384
C de Lange,1.02,1.0,12.5,163.14084,7.0,6.983606557377049,164.16084,BOWL,8.5,164.16084,1.1184482051282947,183.60539685035317,19.444556850353166
CA Henry,198.9,195.0,103.1746031746032,230.00184,10.0,5.77319587628866,428.90184,AR,8.5,428.90184,1.0293699936433254,441.4986843144105,12.596844314410532
CC Dalton,9.18,9.0,32.142857142857146,0.0,0.0,0.0,9.18,BAT,8.5,9.18,1.126562270506935,10.341841643253662,1.1618416432536627
CE Dean,33.660000000000004,23.0,135.29411764705884,430.58484,19.0,6.983606557377049,464.24484,BOWL,8.5,464.24484,0.8765477506155758,406.9327702368879,-57.312069763112106
CJ Metcalfe,4.08,4.0,17.391304347826086,163.14084,7.0,5.822222222222222,167.22084,BOWL,8.5,167.22084,0.9087948587257435,151.96943966380016,-15.25140033619985
CL Tryon,382.5,375.0,121.35922330097088,252.28884,11.0,6.380664652567976,634.78884,AR,8.5,634.78884,0.8635681866731614,548.1834474791597,-86.60539252084038
CM Edwards,328.44,322.0,101.25786163522012,0.0,0.0,9.0,328.44,BAT,8.5,328.44,0.9475990992289792,311.22944815076596,-17.210551849234037
CMA Shillington,205.02,201.0,90.9502262443439,0.0,0.0,0.0,205.02,BAT,8.5,205.02,0.9666031869068445,198.1729853796413,-6.8470146203587205
CN Nation,36.72,36.0,83.72093023255815,0.0,0.0,0.0,36.72,BAT,8.5,36.72,0.9314047095321687,34.20118093402123,-2.518819065978768
CNIM Joyce,134.64,132.0,76.74418604651163,0.0,0.0,0.0,134.64,BAT,8.5,134.64,1.0986212527455788,147.9183654696647,13.27836546966472
D Brown,16.32,6.0,300.0,185.42784,8.0,4.62420382165605,201.74784,BOWL,8.5,201.74784,0.9570259980080768,193.07792792197378,-8.669912078026215
D Devnarain,36.72,36.0,87.8048780487805,0.0,0.0,0.0,36.72,BAT,8.5,36.72,0.9342803529062141,34.306774558716185,-2.4132254412838137
D Hazell,23.46,23.0,76.66666666666667,140.85384000000002,6.0,5.969543147208121,164.31384000000003,BOWL,8.5,164.31384000000003,1.0128088249474745,166.41850721300736,2.104667213007332
D Hemalatha,21.42,21.0,116.66666666666669,111.435,5.0,7.548387096774193,132.85500000000002,BOWL,8.5,132.85500000000002,0.8922772674924287,118.54349637270664,-14.311503627293376
D Tucker,12.24,12.0,48.0,7.13184,0.0,5.0,19.37184,BAT,8.5,19.37184,1.0906590942262118,21.128073467895096,1.7562334678950968
D van Niekerk,286.62,281.0,75.33512064343164,430.58484,19.0,4.856115107913669,717.20484,AR,8.5,717.20484,0.8723651931039312,625.664538741674,-91.54030125832594
DB Sharma,283.56,278.0,102.96296296296296,631.1678400000001,28.0,6.612903225806452,914.72784,AR,8.5,914.72784,1.146066080980155,1048.3385507522423,133.6107107522423
DEM Carter,231.54,227.0,102.25225225225223,44.574000000000005,2.0,7.5,276.114,BAT,8.5,276.114,1.0816734307889972,298.6651776688732,22.55117766887321
DJS Dottin,639.54,627.0,108.66551126516464,809.46384,36.0,4.952662721893491,1449.00384,AR,8.5,1449.00384,0.9096147044602517,1318.03519968337,-130.96864031663017
DM Kimmince,5.1,5.0,62.5,252.28884,11.0,4.945945945945946,257.38884,BOWL,8.5,257.38884,0.8516566351370807,219.20691339623644,-38.18192660376357
DN Wyatt,760.92,746.0,125.16778523489933,0.0,0.0,9.0,760.92,BAT,8.5,760.92,1.09463842853645,832.9322730419556,72.01227304195561
DP Vaidya,0.0,0.0,0.0,29.41884,1.0,6.923076923076923,29.41884,BOWL,8.5,29.41884,1.062057203154285,31.244490930443405,1.8256509304434054
DR Gibson,57.120000000000005,56.0,119.14893617021276,140.85384000000002,6.0,7.116279069767441,197.97384,BOWL,8.5,197.97384,1.0687021504122962,211.57506853337986,13.601228533379867
Diana Baig,3.06,3.0,20.0,185.42784,8.0,5.538461538461538,188.48784,BOWL,8.5,188.48784,1.0813811040057837,203.8271885108655,15.339348510865506
Dilara Akter,61.2,60.0,77.92207792207793,0.0,0.0,0.0,61.2,BAT,8.5,61.2,0.872213395520227,53.3794598058379,-7.820540194162106
E Bisht,1.02,1.0,50.0,118.56684,5.0,4.125,119.58684,BOWL,8.5,119.58684,0.9575397185632817,114.50914911747219,-5.077690882527804
EA Osborne,14.28,14.0,77.77777777777779,140.85384000000002,6.0,6.0,155.13384000000002,BOWL,8.5,155.13384000000002,0.8847607178575388,137.2563276423966,-17.877512357603422
EA Perry,663.0,650.0,116.48745519713262,653.4548400000001,29.0,5.096774193548387,1316.45484,AR,8.5,1316.45484,1.108931027762678,1459.857618724352,143.40277872435195
EAJ Richardson,67.32000000000001,66.0,84.61538461538461,111.435,5.0,8.117647058823529,178.755,BOWL,8.5,178.755,1.0369894380482674,185.36704699831802,6.6120469983180215
EJ Carson,9.18,9.0,37.5,341.43684,15.0,5.630331753554502,350.61684,BOWL,8.5,350.61684,0.9492694074557947,332.8298399508232,-17.78700004917681
EJ Tice,41.82,41.0,73.21428571428571,51.70584,2.0,6.556701030927835,93.52584,BOWL,8.5,93.52584,0.8690675050858071,81.28026842985439,-12.245571570145614
EJ Villani,348.84000000000003,342.0,117.9310344827586,0.0,0.0,0.0,348.84000000000003,BAT,8.5,348.84000000000003,0.9432946965146987,329.0589219321875,-19.78107806781253
ELC Flanagan,5.1,5.0,71.42857142857143,0.0,0.0,0.0,5.1,BAT,8.5,5.1,0.9475549966080241,4.832530482700923,-0.26746951729907664
EM Bermingham,18.36,8.0,160.0,140.85384000000002,6.0,4.838709677419355,159.21384,BOWL,8.5,159.21384,1.068881853501419,170.1807844022784,10.966944402278386
EMKNH Senavirathna,36.72,36.0,128.57142857142858,0.0,0.0,0.0,36.72,BAT,8.5,36.72,1.0412672414065638,38.23533310444902,1.5153331044490201
Eyman Fatima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAT,8.5,0.0,1.1161638227728978,0.0,0.0
F Overdijk,24.48,24.0,104.34782608695652,22.287000000000003,1.0,9.833333333333334,46.767,BAT,8.5,46.767,0.9916644775485848,46.37717262151467,-0.3898273784853359
F Tunnicliffe,9.18,9.0,50.0,0.0,0.0,0.0,9.18,BAT,8.5,9.18,0.8858782737814905,8.132362553314083,-1.0476374466859166
FC Jonas,5.1,5.0,38.46153846153847,118.56684,5.0,5.767441860465116,123.66684,BOWL,8.5,123.66684,1.0639734361668984,131.57823269470202,7.91139269470203
FC Leydon-Davis,0.0,0.0,0.0,96.27984,4.0,4.653061224489797,96.27984,BOWL,8.5,96.27984,1.078235514585069,103.81234282656811,7.53250282656812
FC Wilson,39.78,39.0,88.63636363636364,0.0,0.0,0.0,39.78,BAT,8.5,39.78,1.0183831592708488,40.51128207579436,0.7312820757943612
FG Kemp,102.0,90.0,155.17241379310346,163.14084,7.0,6.8,265.14084,BOWL,8.5,265.14084,1.0812901539863682,286.694179711675,21.553339711674994
FL Mackay,78.54,77.0,101.3157894736842,140.85384000000002,6.0,6.5840707964601775,219.39384,BOWL,8.5,219.39384,0.9981386789093172,218.98547761844213,-0.40836238155787896
FR Davies,0.0,0.0,0.0,29.41884,1.0,6.0,29.41884,BOWL,8.5,29.41884,1.006819848814598,29.61947204110085,0.20063204110084953
Fahima Khatun,99.96,98.0,80.99173553719008,319.14984,14.0,6.181818181818182,419.10984,BOWL,8.5,419.10984,0.9782623055075649,409.99935833930664,-9.110481660693381
Fargana Hoque,175.44,172.0,69.91869918699187,0.0,0.0,0.0,175.44,BAT,8.5,175.44,0.8576257380232285,150.46185947879522,-24.97814052120478
Fariha Trisna,0.0,0.0,0.0,51.70584,2.0,5.555555555555555,51.70584,BOWL,8.5,51.70584,0.8823674280979913,45.623549058446244,-6.082290941553758
Fatima Sana,177.48,174.0,100.0,430.58484,19.0,6.168,608.06484,AR,8.5,608.06484,0.8594287557060203,522.5884088297803,-85.47643117021971
G Dempsey,0.0,0.0,0.0,0.0,0.0,8.210526315789474,0.0,BAT,8.5,0.0,1.040923123379134,0.0,0.0
G Fontenla,13.26,3.0,150.0,0.0,0.0,8.863636363636363,13.26,BAT,8.5,13.26,0.944306794322898,12.521508092721627,-0.7384919072783731
G Sultana,3.06,3.0,100.0,29.41884,1.0,5.229357798165137,32.47884,BOWL,8.5,32.47884,1.0025712073494109,32.56234983210834,0.08350983210834073
G Voll,142.8,130.0,136.8421052631579,0.0,0.0,0.0,142.8,BAT,8.5,142.8,1.122269942177828,160.26014774299384,17.460147742993826
G Wareham,106.08,94.0,140.2985074626866,653.4548400000001,29.0,4.983758700696056,759.5348400000001,BOWL,8.5,759.5348400000001,0.9247876687446624,702.4084540139503,-57.126385986049854
GA Elwiss,0.0,0.0,0.0,73.99284,3.0,3.4054054054054053,73.99284,BOWL,8.5,73.99284,0.9731148769106889,72.0035333888723,-1.9893066111277022
GE Plimmer,190.74,187.0,104.46927374301676,0.0,0.0,0.0,190.74,BAT,8.5,190.74,1.0766653415629146,205.36314724971035,14.623147249710343
GH Lewis,337.62,331.0,88.73994638069705,0.0,0.0,0.0,337.62,BAT,8.5,337.62,0.9186394496474867,310.15105098998447,-27.468949010015535
GM Harris,79.56,78.0,113.04347826086956,51.70584,2.0,2.333333333333333,131.26584,BAT,8.5,131.26584,0.8730939729486379,114.60741375804022,-16.658426241959774
GWHM Perera,131.58,129.0,72.47191011235955,0.0,0.0,0.0,131.58,BAT,8.5,131.58,0.9369254358741304,123.28064885231808,-8.299351147681932
Gull Feroza,104.04,102.0,109.6774193548387,0.0,0.0,0.0,104.04,BAT,8.5,104.04,0.8983663861762012,93.46603881777199,-10.573961182228018
H Karunaratne,19.38,19.0,55.88235294117647,0.0,0.0,0.0,19.38,BAT,8.5,19.38,1.1289092957027718,21.878262150719717,2.498262150719718
H Kaur,821.1,805.0,116.66666666666669,296.86284,13.0,5.0638297872340425,1117.96284,AR,8.5,1117.96284,1.092436113869325,1221.3029803799138,103.34014037991392
H Madavi,277.44,272.0,86.90095846645367,0.0,0.0,0.0,277.44,BAT,8.5,277.44,1.040021126953127,288.54346146187555,11.103461461875554
HAM Samuddika,11.22,11.0,110.0,51.70584,2.0,7.0,62.92584,BOWL,8.5,62.92584,1.1114381770563153,69.93818089933737,7.012340899337367
HASD Siriwardene,170.34,167.0,76.95852534562212,497.44584,22.0,5.8119122257053295,667.78584,AR,8.5,667.78584,1.0911016230697343,728.622213886986,60.83637388698594
HC Knight,653.82,641.0,108.64406779661016,140.85384000000002,6.0,4.918918918918919,794.67384,BAT,8.5,794.67384,0.9059710176658107,719.9514675371977,-74.72237246280235
HDJ Siegers,71.4,70.0,116.66666666666669,66.861,3.0,8.258823529411766,138.26100000000002,BAT,8.5,138.26100000000002,1.1177676995469932,154.54367990706686,16.282679907066836
HHC Gunaratne,0.0,0.0,0.0,51.70584,2.0,6.857142857142857,51.70584,BOWL,8.5,51.70584,1.0118026725746951,52.316107099719574,0.6102670997195716
HK Matthews,666.0600000000001,653.0,103.15955766192732,698.02884,31.0,5.839080459770115,1364.08884,AR,8.5,1364.08884,1.0922320465492188,1489.9015453881498,125.81270538814988
HL Ferling,0.0,0.0,0.0,29.41884,1.0,4.758620689655173,29.41884,BOWL,8.5,29.41884,1.118827389977048,32.91460397335238,3.4957639733523784
HM Rowe,13.26,13.0,76.47058823529412,140.85384000000002,6.0,4.857142857142857,154.11384,BOWL,8.5,154.11384,0.9454010424915591,145.69938499837735,-8.414455001622656
HMD Rasangika,8.16,8.0,34.78260869565217,0.0,0.0,0.0,8.16,BAT,8.5,8.16,0.883015577358303,7.205407111243753,-0.9545928887562471
HNK Jensen,24.48,24.0,72.72727272727273,363.72384,16.0,6.688995215311004,388.20384,BOWL,8.5,388.20384,0.9183805487625825,356.5188556109418,-31.68498438905823
HR Huddleston,0.0,0.0,0.0,51.70584,2.0,5.162790697674418,51.70584,BOWL,8.5,51.70584,0.9781323365878769,50.57515409443891,-1.1306859055610943
HRA Rainey,0.0,0.0,0.0,22.287000000000003,1.0,7.636363636363637,22.287000000000003,BOWL,8.5,22.287000000000003,1.0954044297767478,24.413278526434382,2.1262785264343798
HWA Landheer,0.0,0.0,0.0,51.70584,2.0,6.666666666666667,51.70584,BOWL,8.5,51.70584,1.108219174976903,57.301403346287756,5.595563346287754
I Dulani,48.96,48.0,75.0,0.0,0.0,0.0,48.96,BAT,8.5,48.96,0.8520856391593572,41.71811289324213,-7.241887106757872
I Ranaweera,12.24,12.0,38.70967741935484,341.43684,15.0,6.018575851393188,353.67684,BOWL,8.5,353.67684,1.0032241907732697,354.81716160424725,1.1403216042472195
I van der Woning,0.0,0.0,0.0,0.0,0.0,9.857142857142858,0.0,BAT,8.5,0.0,0.9752233009446336,0.0,0.0
IC Gaze,118.32,116.0,111.53846153846156,0.0,0.0,0.0,118.32,BAT,8.5,118.32,0.916632343141219,108.45593884046903,-9.864061159530962
IG Sharp,105.06,103.0,127.16049382716052,0.0,0.0,0.0,105.06,BAT,8.5,105.06,0.8859596102001048,93.07891664762302,-11.981083352376984
IJR Zwilling,24.48,24.0,100.0,156.009,7.0,8.479338842975206,180.489,BOWL,8.5,180.489,0.9512845514210884,171.69639740144083,-8.79260259855917
IMHC Joyce,225.42,221.0,79.49640287769785,230.00184,10.0,5.754545454545455,455.42184,AR,8.5,455.42184,1.1328729111737557,515.9350656929083,60.51322569290835
Iram Javed,83.64,82.0,73.87387387387388,0.0,0.0,0.0,83.64,BAT,8.5,83.64,0.9469608796062265,79.20380797026479,-4.43619202973521
J Glasgow,42.84,42.0,79.24528301886792,0.0,0.0,0.0,42.84,BAT,8.5,42.84,1.0056371865230098,43.081497070645746,0.24149707064574244
J Goswami,63.24,62.0,92.53731343283582,163.14084,7.0,4.791946308724833,226.38084,BOWL,8.5,226.38084,1.0609056876685532,240.16872073518473,13.787880735184729
J Gray,14.28,14.0,63.63636363636363,0.0,0.0,0.0,14.28,BAT,8.5,14.28,0.9590888807137882,13.695789216592894,-0.5842107834071051
J Maguire,1.02,1.0,25.0,51.70584,2.0,6.761904761904762,52.725840000000005,BOWL,8.5,52.725840000000005,1.141534624816288,60.18837198252364,7.462531982523636
JE Cameron,5.1,5.0,50.0,0.0,0.0,0.0,5.1,BAT,8.5,5.1,1.1387341884826334,5.80754436126143,0.70754436126143
JI Rodrigues,508.98,499.0,110.39823008849558,7.13184,0.0,5.0769230769230775,516.11184,BAT,8.5,516.11184,0.9255346887476092,477.6794111933559,-38.43242880664411
JKC Claxton,54.06,53.0,70.66666666666667,0.0,0.0,18.0,54.06,BAT,8.5,54.06,0.9991745517677155,54.015376268562704,-0.04462373143729792
JL Gunn,22.44,22.0,78.57142857142857,341.43684,15.0,4.828571428571428,363.87684,BOWL,8.5,363.87684,0.9402634929450309,342.14010858020015,-21.736731419799867
JL Hunter,0.0,0.0,0.0,7.13184,0.0,7.384615384615385,7.13184,BOWL,8.5,7.13184,0.9354521483132402,6.6714950494263,-0.46034495057370073
JL Jonassen,70.38,69.0,75.0,475.15884,21.0,5.344913151364764,545.5388399999999,BOWL,8.5,545.5388399999999,0.8610660842063598,469.74499274127976,-75.79384725872018
JM Dibble,0.0,0.0,0.0,0.0,0.0,9.230769230769232,0.0,BAT,8.5,0.0,1.032869300193969,0.0,0.0
JM Kerr,34.68,34.0,94.44444444444444,96.27984,4.0,6.612244897959184,130.95984,BOWL,8.5,130.95984,1.0008037069686584,131.06509333602241,0.10525333602240039
JM Watkin,0.0,0.0,0.0,118.56684,5.0,5.130434782608695,118.56684,BOWL,8.5,118.56684,0.8654436253749968,102.61291585885718,-15.95392414114282
Jahanara Alam,58.14,57.0,70.37037037037037,319.14984,14.0,6.304477611940298,377.28984,BOWL,8.5,377.28984,0.9335939392709833,352.23550797251903,-25.054332027480996
Javeria Khan,321.3,315.0,97.2222222222222,0.0,0.0,0.0,321.3,BAT,8.5,321.3,1.122479765789996,360.65274874832573,39.35274874832572
Juairiya Ferdous,99.96,98.0,113.95348837209302,0.0,0.0,0.0,99.96,BAT,8.5,99.96,0.9218685672000917,92.14998197732116,-7.8100180226788325
K Fraser,107.1,105.0,92.92035398230088,222.87,10.0,7.827814569536423,329.97,BOWL,8.5,329.97,0.8934684616273669,294.81778828318227,-35.15221171681776
K Goud,0.0,0.0,0.0,7.13184,0.0,7.199999999999999,7.13184,BOWL,8.5,7.13184,0.9968358280832689,7.109273632157381,-0.022566367842619783
K Kavindi,17.34,17.0,58.620689655172406,7.13184,0.0,6.0,24.47184,BAT,8.5,24.47184,1.1456951362331802,28.03726806267659,3.565428062676588
K McKenna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAT,8.5,0.0,0.92261658145345,0.0,0.0
K Ramharack,0.0,0.0,0.0,341.43684,15.0,5.82995951417004,341.43684,BOWL,8.5,341.43684,1.0516406642217635,359.06886520738,17.632025207379968
K Reyneke,2.04,2.0,33.33333333333333,0.0,0.0,0.0,2.04,BAT,8.5,2.04,1.0784858845986152,2.200111204581175,0.16011120458117478
KADA Kanchana,42.84,42.0,76.36363636363637,29.41884,1.0,6.5,72.25884,BAT,8.5,72.25884,0.9212912631977199,66.57143798080193,-5.687402019198075
KDU Prabodhani,58.14,57.0,65.51724137931035,519.73284,23.0,4.767857142857142,577.87284,BOWL,8.5,577.87284,1.068464904583558,617.4368488520296,39.56400885202959
KE Bryce,173.4,170.0,104.29447852760735,230.00184,10.0,6.835820895522388,403.40184,AR,8.5,403.40184,0.9603349398157759,387.40088173797324,-16.000958262026757
KH Brunt,58.14,57.0,109.61538461538464,163.14084,7.0,5.483870967741935,221.28084,BOWL,8.5,221.28084,1.0396917491780737,230.06386359919347,8.783023599193456
KH Sciver-Brunt,5.1,5.0,83.33333333333334,140.85384000000002,6.0,6.571428571428571,145.95384,BOWL,8.5,145.95384,1.0400589132282683,151.80059221189256,5.84675221189255
KJ Garth,93.84,92.0,65.24822695035462,341.43684,15.0,6.671052631578948,435.27684,BOWL,8.5,435.27684,1.0107324052224276,439.9484074308178,4.671567430817788
KJ Martin,212.16,208.0,121.6374269005848,0.0,0.0,0.0,212.16,BAT,8.5,212.16,0.8770869310163225,186.08276328442298,-26.077236715577016
KL Gordon,24.48,24.0,114.28571428571428,408.29784,18.0,5.79746835443038,432.77784,BOWL,8.5,432.77784,1.1005907486767712,476.3112869363159,43.5334469363159
KM Beams,14.28,4.0,200.0,163.14084,7.0,5.342465753424658,177.42084,BOWL,8.5,177.42084,0.9462340194915208,167.881634574762,-9.53920542523801
KT Perkins,79.56,78.0,91.76470588235294,0.0,0.0,0.0,79.56,BAT,8.5,79.56,0.9059555531199562,72.07782380622372,-7.482176193776283
KV Jain,8.16,8.0,57.14285714285714,0.0,0.0,0.0,8.16,BAT,8.5,8.16,0.8622325424664291,7.0358175465260615,-1.1241824534739386
